Postcode,Dwelling Type,Median_Sales_Price,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2487,Non Strata,1933,0.0404,-0.009000000000000001,0.0625,-0.0286,2023,Q2
2454,Total,938,-0.0385,-0.009000000000000001,-0.4857,0.6364,2023,Q3
2454,Non Strata,938,-0.0385,-0.009000000000000001,-0.4857,0.6364,2023,Q3
2293,Non Strata,966,-0.0709,-0.009000000000000001,1.4,1.4,2023,Q3
2025,Non Strata,5425,0.006500000000000001,-0.0091,0.2,-0.1818,2022,Q3
2330,Non Strata,644,0.0222,-0.0092,0.059699999999999996,0.0143,2024,Q1
2212,Non Strata,1338,0.0765,-0.009300000000000001,0.16670000000000001,0.07690000000000001,2023,Q2
2298,Non Strata,850,0.0526,-0.009300000000000001,-0.10710000000000001,-0.39020000000000005,2022,Q4
2263,Strata,530,0.0495,-0.009300000000000001,-0.2667,-0.45,2023,Q2
2122,Strata,924,0.11630000000000001,-0.009399999999999999,0.3636,0.07139999999999999,2023,Q2
2151,Strata,635,0.1043,-0.009399999999999999,-0.056600000000000004,0.0,2022,Q4
2264,Strata,525,0.0345,-0.009399999999999999,1.75,0.5714,2022,Q3
2260,Non Strata,1585,-0.0031,-0.009399999999999999,0.1467,-0.2893,2022,Q3
2174,Non Strata,1055,-0.11720000000000001,-0.009399999999999999,0.21739999999999998,-0.1515,2022,Q3
2070,Non Strata,3920,0.0625,-0.0095,-0.4286,-0.4667,2022,Q3
2097,Non Strata,2600,-0.09300000000000001,-0.0095,0.24,-0.2791,2022,Q2
2795,Non Strata,664,0.0208,-0.0097,0.0741,0.0482,2023,Q3
2148,Strata,510,-0.0556,-0.0097,-0.043899999999999995,0.10099999999999999,2022,Q1
2155,Non Strata,1525,-0.0758,-0.0097,0.04190000000000001,-0.24050000000000002,2022,Q3
2100,Non Strata,2475,-0.1,-0.01,0.08109999999999999,-0.4366,2022,Q2
2041,Strata,1475,0.1069,-0.0101,-0.45159999999999995,-0.10529999999999999,2023,Q4
2141,Total,850,0.0526,-0.0102,-0.255,-0.4188,2022,Q3
2042,Total,1458,-0.0761,-0.0102,0.0556,-0.0843,2023,Q2
2506,Non Strata,720,-0.04190000000000001,-0.0103,-0.05,0.0556,2024,Q1
2021,Non Strata,3130,-0.0762,-0.0103,0.2245,0.2,2024,Q1
2325,Total,594,0.08449999999999999,-0.0104,0.2182,-0.1779,2023,Q2
2766,Strata,715,0.0288,-0.0104,0.875,0.15380000000000002,2023,Q2
2335,Non Strata,713,0.0179,-0.0104,-0.1892,-0.4118,2022,Q4
2760,Total,711,-0.019299999999999998,-0.0104,0.062,-0.3218,2022,Q3
2143,Strata,470,0.2703,-0.0105,1.6,0.8571,2022,Q4
2289,Total,905,0.0462,-0.0109,0.025,0.1081,2023,Q3
2150,Strata,590,-0.0484,-0.0109,-0.0824,0.1133,2022,Q3
2307,Non Strata,633,-0.09960000000000001,-0.0109,0.0,0.07139999999999999,2023,Q4
2484,Non Strata,900,0.1796,-0.011000000000000001,-0.0727,-0.4457,2022,Q4
2134,Strata,900,-0.016399999999999998,-0.011000000000000001,0.1746,0.3704,2023,Q1
2110,Strata,937,0.1497,-0.0111,1.7143000000000002,0.5832999999999999,2023,Q2
2209,Non Strata,1550,0.2025,-0.011200000000000002,-0.15380000000000002,-0.3529,2023,Q1
2560,Non Strata,791,0.0141,-0.011200000000000002,0.0909,-0.1152,2023,Q2
2207,Strata,660,-0.08650000000000001,-0.011200000000000002,0.19440000000000002,-0.2321,2022,Q2
2164,Total,920,0.0222,-0.0113,0.0652,-0.23440000000000003,2022,Q4
2137,Non Strata,2848,-0.0181,-0.0113,0.15,-0.1481,2023,Q3
2446,Non Strata,736,0.1306,-0.011399999999999999,0.16670000000000001,-0.4043,2022,Q4
2508,Total,1345,0.1162,-0.011399999999999999,0.0741,0.45,2023,Q4
2759,Non Strata,954,0.084,-0.011399999999999999,-0.1481,-0.1636,2023,Q2
2334,Total,650,0.0833,-0.011399999999999999,-0.5217,0.8332999999999999,2023,Q4
2334,Non Strata,650,0.0833,-0.011399999999999999,-0.5217,0.8332999999999999,2023,Q4
2195,Strata,391,0.0229,-0.011399999999999999,0.6667000000000001,0.1392,2023,Q2
2489,Strata,865,-0.0495,-0.011399999999999999,0.2857,2.0,2023,Q3
2477,Non Strata,870,-0.12119999999999999,-0.011399999999999999,0.2963,-0.2553,2022,Q3
2580,Strata,434,-0.1573,-0.011399999999999999,0.4,-0.44,2022,Q4
2096,Non Strata,4040,0.1935,-0.0116,-0.44,-0.22219999999999998,2023,Q1
2264,Non Strata,850,0.0828,-0.0116,-0.06559999999999999,0.0364,2024,Q1
2193,Non Strata,1700,-0.0341,-0.0116,0.5,-0.2895,2022,Q2
2226,Total,1443,-0.038,-0.0116,0.2727,0.1351,2023,Q2
2209,Total,1226,0.0183,-0.011699999999999999,-0.16670000000000001,-0.16670000000000001,2022,Q4
2444,Non Strata,845,-0.0425,-0.011699999999999999,-0.0679,0.0203,2024,Q1
2295,Non Strata,1050,0.1024,-0.0118,-0.0385,-0.0741,2023,Q4
2487,Strata,835,0.0341,-0.0118,0.11109999999999999,-0.0698,2023,Q2
2505,Non Strata,880,0.0,-0.0118,1.4286,0.7,2023,Q3
2557,Total,1030,0.0308,-0.012,0.0125,0.7609,2023,Q4
2250,Total,820,0.025,-0.012,0.0,-0.44170000000000004,2022,Q4
2452,Non Strata,783,-0.0045000000000000005,-0.012,0.3,0.44439999999999996,2023,Q3
2300,Strata,815,0.0449,-0.0121,0.1452,-0.0658,2023,Q3
2089,Strata,1228,-0.0040999999999999995,-0.0121,0.0857,0.1875,2023,Q4
2145,Strata,573,-0.0788,-0.0121,0.08439999999999999,-0.0924,2023,Q1
2174,Non Strata,1210,0.1076,-0.012199999999999999,-0.5278,-0.5640999999999999,2023,Q1
2304,Non Strata,813,0.0691,-0.012199999999999999,-0.1636,-0.1481,2023,Q1
2176,Total,1121,0.11320000000000001,-0.0123,0.5536,-0.054299999999999994,2023,Q2
2325,Non Strata,600,0.0,-0.0123,0.0462,0.0794,2023,Q3
2646,Total,400,0.0,-0.0123,-0.0294,0.1379,2023,Q4
2852,Total,603,-0.1255,-0.0123,0.3333,-0.15789999999999998,2023,Q4
2852,Non Strata,603,-0.1255,-0.0123,0.3333,-0.15789999999999998,2023,Q4
2560,Non Strata,788,0.050199999999999995,-0.0124,-0.1359,-0.4183,2022,Q4
2140,Strata,632,-0.0277,-0.0125,0.0215,-0.06860000000000001,2022,Q3
2022,Total,1750,0.1076,-0.0127,-0.3908,-0.2429,2023,Q4
2018,Total,876,0.0653,-0.0127,0.3488,0.381,2023,Q2
2444,Total,775,0.054400000000000004,-0.0127,-0.018799999999999997,-0.19920000000000002,2023,Q3
2167,Non Strata,975,0.0258,-0.0127,0.6429,0.0455,2023,Q2
2762,Non Strata,1165,0.0197,-0.0127,-0.1346,-0.44439999999999996,2023,Q1
2134,Strata,923,0.0143,-0.0128,0.42590000000000006,-0.22219999999999998,2022,Q2
2219,Non Strata,2300,0.1825,-0.0129,-0.16670000000000001,-0.42310000000000003,2023,Q2
2145,Total,758,0.01,-0.013000000000000001,0.10769999999999999,0.3333,2023,Q3
2630,Total,568,-0.0216,-0.013000000000000001,0.3043,-0.3023,2023,Q1
2630,Non Strata,568,-0.0216,-0.013000000000000001,0.3043,-0.3023,2023,Q1
2529,Total,972,0.0741,-0.0131,-0.07139999999999999,-0.2018,2023,Q1
2365,Total,375,0.25,-0.0132,0.0,0.0,2023,Q4
2365,Non Strata,375,0.17190000000000003,-0.0132,0.0625,0.0,2023,Q4
2136,Non Strata,1875,0.1177,-0.0132,0.8332999999999999,-0.15380000000000002,2023,Q2
2219,Total,1125,0.0417,-0.0132,-0.2857,-0.0426,2023,Q1
2443,Non Strata,745,-0.0223,-0.0132,0.0278,0.0278,2023,Q2
2031,Non Strata,3700,0.1446,-0.013300000000000001,0.2368,-0.22949999999999998,2022,Q4
2143,Total,992,-0.035,-0.0134,0.5832999999999999,0.6522,2023,Q3
2572,Total,918,-0.1092,-0.0134,0.6364,-0.0526,2023,Q4
2203,Total,950,0.048600000000000004,-0.013500000000000002,-0.2588,-0.41119999999999995,2022,Q2
2291,Strata,803,-0.0062,-0.013500000000000002,0.4545,1.0,2024,Q1
2154,Non Strata,2170,0.1317,-0.013600000000000001,-0.0814,-0.319,2022,Q4
2126,Non Strata,2170,0.047400000000000005,-0.013600000000000001,-0.07690000000000001,-0.027000000000000003,2023,Q1
2205,Strata,725,0.021099999999999997,-0.013600000000000001,0.2193,0.5795,2023,Q1
2024,Non Strata,4636,0.17059999999999997,-0.0137,-0.0526,-0.4545,2022,Q3
2077,Total,720,-0.0231,-0.0137,0.0662,-0.1744,2023,Q1
2446,Total,715,0.11019999999999999,-0.0138,0.24,-0.3737,2022,Q4
2446,Total,815,0.1241,-0.0139,0.2553,0.0926,2023,Q2
2620,Total,710,0.0271,-0.0139,-0.0054,-0.3019,2022,Q4
2047,Strata,1238,0.0143,-0.0139,0.23079999999999998,0.11630000000000001,2023,Q2
2117,Total,1415,-0.060700000000000004,-0.0139,0.19510000000000002,0.5313,2023,Q3
2640,Total,562,-0.0268,-0.013999999999999999,0.1039,-0.0556,2023,Q2
2777,Non Strata,880,-0.0688,-0.013999999999999999,0.22640000000000002,0.015600000000000001,2022,Q3
2026,Strata,1578,0.1906,-0.0141,0.0345,-0.3023,2023,Q1
2170,Total,700,0.129,-0.0141,-0.0751,-0.2212,2023,Q1
2447,Total,700,0.060599999999999994,-0.0141,-0.4857,-0.1818,2023,Q2
2166,Strata,420,0.0319,-0.0141,0.0,-0.13949999999999999,2023,Q1
2428,Total,700,-0.025099999999999997,-0.0141,0.18710000000000002,0.2891,2024,Q1
2082,Total,1400,-0.0738,-0.0141,0.9,-0.24,2022,Q2
2759,Total,940,0.0681,-0.014199999999999999,-0.018500000000000003,-0.0536,2023,Q2
2065,Total,1380,0.0677,-0.0143,-0.0253,0.0212,2024,Q1
2619,Total,1035,-0.1191,-0.0143,0.07139999999999999,-0.0323,2022,Q3
2170,Strata,513,0.0005,-0.0144,0.11470000000000001,0.08,2022,Q3
2323,Total,680,0.0,-0.014499999999999999,0.102,-0.060899999999999996,2023,Q3
2046,Total,1700,-0.023,-0.014499999999999999,0.09880000000000001,-0.1359,2023,Q2
2251,Non Strata,1223,-0.0336,-0.014499999999999999,0.0753,0.1628,2023,Q4
2088,Strata,1353,-0.0576,-0.0146,0.2235,0.1818,2023,Q3
2573,Non Strata,840,-0.0233,-0.0147,0.0323,-0.23809999999999998,2022,Q3
2017,Total,920,-0.0316,-0.0147,0.0,0.0941,2023,Q2
2251,Total,1330,0.10830000000000001,-0.0148,-0.028300000000000002,-0.12710000000000002,2023,Q2
2010,Strata,1000,0.0101,-0.0148,0.46299999999999997,0.3739,2023,Q2
2216,Non Strata,1650,0.1607,-0.0149,0.0385,-0.1562,2023,Q2
2010,Strata,995,0.0365,-0.0149,-0.0060999999999999995,0.5185,2024,Q1
2528,Strata,655,0.1909,-0.015,0.6,-0.23809999999999998,2023,Q1
2428,Non Strata,823,0.0787,-0.015,0.023799999999999998,-0.2522,2023,Q2
2443,Total,724,0.005600000000000001,-0.015,0.2286,-0.29510000000000003,2023,Q1
2541,Non Strata,719,0.005600000000000001,-0.0151,0.011200000000000002,-0.37060000000000004,2022,Q4
2161,Strata,456,-0.0098,-0.0151,0.2,0.0,2022,Q4
2090,Strata,1295,0.295,-0.0152,-0.08,-0.439,2023,Q1
2250,Strata,616,0.0132,-0.0152,-0.1009,-0.5075,2022,Q4
2444,Non Strata,840,0.006,-0.0152,0.0148,-0.1796,2023,Q3
2508,Non Strata,1300,-0.029900000000000003,-0.0152,0.24,0.069,2022,Q3
2017,Strata,960,0.0492,-0.0154,-0.06559999999999999,-0.20829999999999999,2024,Q1
2580,Non Strata,640,0.0159,-0.0154,-0.2891,-0.3546,2023,Q1
2140,Total,640,-0.0229,-0.0154,0.0102,-0.1161,2022,Q3
2043,Total,1120,-0.0407,-0.0154,0.10339999999999999,0.8824,2023,Q4
2144,Total,640,-0.0588,-0.0154,0.0233,-0.0833,2023,Q1
2464,Strata,640,-0.10490000000000001,-0.0154,0.07139999999999999,0.3636,2023,Q2
2019,Strata,953,0.22899999999999998,-0.0155,0.2857,-0.25,2023,Q2
2766,Non Strata,857,0.0196,-0.0155,-0.21739999999999998,-0.5263,2023,Q1
2307,Total,635,0.0055000000000000005,-0.0155,0.0,0.4286,2024,Q1
2232,Total,978,0.0455,-0.015600000000000001,-0.12279999999999999,0.29309999999999997,2024,Q1
2293,Total,758,-0.1716,-0.015600000000000001,-0.11539999999999999,0.15,2024,Q1
2471,Total,500,0.1364,-0.015700000000000002,1.4,0.0,2022,Q3
2471,Non Strata,500,0.1364,-0.015700000000000002,1.4,0.0,2022,Q3
2199,Strata,625,0.0684,-0.015700000000000002,-0.11109999999999999,-0.0588,2022,Q1
2103,Total,2133,-0.037200000000000004,-0.015700000000000002,0.2353,0.3125,2023,Q2
2627,Strata,808,-0.09720000000000001,-0.0158,0.2667,0.0,2023,Q4
2211,Non Strata,1329,0.10339999999999999,-0.0159,0.5294,-0.07139999999999999,2023,Q2
2537,Total,865,0.0123,-0.0159,0.125,-0.1148,2023,Q2
2008,Total,930,0.0022,-0.0159,-0.102,-0.12,2023,Q4
2144,Total,663,0.023799999999999998,-0.016,-0.125,0.5556,2023,Q4
2200,Total,610,0.09910000000000001,-0.0161,0.3025,0.006500000000000001,2023,Q2
2761,Total,856,0.0634,-0.0161,0.1343,-0.09519999999999999,2023,Q1
2017,Strata,915,-0.0368,-0.0161,-0.0269,0.10369999999999999,2023,Q2
2130,Total,1210,0.1282,-0.0163,-0.031200000000000002,-0.060599999999999994,2023,Q3
2448,Total,605,-0.1351,-0.0163,0.46149999999999997,0.1515,2024,Q1
2325,Non Strata,600,0.0909,-0.016399999999999998,0.27,-0.1361,2023,Q2
2050,Total,1200,0.0823,-0.016399999999999998,-0.08929999999999999,0.0851,2023,Q4
2131,Non Strata,2105,-0.018600000000000002,-0.016399999999999998,-0.25,0.5,2024,Q1
2097,Total,2100,-0.1014,-0.016399999999999998,0.13949999999999999,-0.3378,2022,Q2
2196,Strata,448,-0.1636,-0.0165,0.6522,0.0857,2023,Q2
2167,Total,885,0.1153,-0.0167,0.2368,1.0434999999999999,2023,Q4
2046,Strata,1033,0.0755,-0.0167,0.2,-0.3864,2022,Q4
2065,Strata,1180,0.039599999999999996,-0.0167,0.0647,-0.18230000000000002,2022,Q2
2877,Total,220,0.0602,-0.0168,0.05,0.16670000000000001,2022,Q2
2877,Non Strata,220,0.0602,-0.0168,0.05,0.16670000000000001,2022,Q2
2443,Non Strata,762,0.0059,-0.0168,0.125,-0.25,2023,Q1
2112,Total,880,-0.011200000000000002,-0.0168,0.6015,0.3567,2023,Q2
2218,Total,760,-0.0256,-0.0168,0.0179,0.6286,2023,Q4
2096,Non Strata,3920,0.0965,-0.0169,-0.15,0.0625,2024,Q1
2191,Non Strata,1917,0.0084,-0.0169,-0.0833,0.8332999999999999,2024,Q1
2135,Strata,698,-0.050300000000000004,-0.0169,0.2632,0.23079999999999998,2023,Q1
2224,Non Strata,1880,0.0789,-0.017,0.8181999999999999,0.5385,2023,Q2
2565,Total,860,0.0159,-0.0171,0.0745,0.1222,2023,Q3
2000,Strata,1290,-0.14,-0.0171,0.1656,0.0055000000000000005,2023,Q2
2299,Total,801,0.068,-0.0172,0.3182,0.3488,2023,Q3
2446,Total,713,0.0179,-0.0172,-0.1321,-0.3235,2023,Q4
2144,Non Strata,1135,0.0134,-0.0173,0.0,-0.32,2022,Q4
2280,Total,845,0.0683,-0.0174,0.122,-0.0891,2023,Q3
2299,Strata,560,0.12,-0.0175,1.2856999999999998,-0.11109999999999999,2022,Q4
2195,Total,420,-0.1429,-0.0175,0.2763,-0.1638,2022,Q2
2228,Total,1100,-0.061799999999999994,-0.0179,0.0116,-0.2232,2023,Q1
2195,Total,410,0.0060999999999999995,-0.018000000000000002,0.0431,0.21,2023,Q3
2209,Non Strata,1500,-0.0323,-0.018000000000000002,0.6364,0.2857,2023,Q2
2192,Strata,545,-0.1066,-0.018000000000000002,0.4667,-0.2414,2023,Q1
2322,Total,710,0.0434,-0.0181,-0.2407,-0.1277,2023,Q1
2346,Total,270,0.0,-0.0182,0.4375,0.21050000000000002,2022,Q2
2346,Non Strata,270,0.0,-0.0182,0.4375,0.21050000000000002,2022,Q2
2322,Non Strata,721,-0.0123,-0.0184,0.0989,0.3514,2024,Q1
2115,Total,1335,-0.18350000000000002,-0.0184,0.3243,-0.1552,2022,Q2
2427,Total,795,0.0127,-0.018500000000000003,-0.10710000000000001,0.3889,2024,Q1
2427,Non Strata,795,0.0127,-0.018500000000000003,-0.125,0.16670000000000001,2024,Q1
2047,Total,1325,-0.2608,-0.018500000000000003,-0.3333,0.0196,2024,Q1
2479,Total,1840,-0.030299999999999997,-0.0187,-0.0556,0.8889,2024,Q1
2479,Non Strata,1840,-0.030299999999999997,-0.0187,-0.0556,0.8889,2024,Q1
2546,Non Strata,920,-0.066,-0.0187,0.3333,0.22219999999999998,2023,Q1
2064,Total,1030,0.19079999999999997,-0.019,0.11539999999999999,0.0,2023,Q1
2350,Non Strata,515,0.0553,-0.019,-0.0092,0.2273,2024,Q1
2043,Strata,942,-0.026600000000000002,-0.019,0.75,0.1351,2023,Q2
2000,Total,1290,-0.14,-0.019,0.1509,0.0,2023,Q2
2500,Non Strata,1025,-0.16329999999999997,-0.0191,0.3265,0.1207,2023,Q3
2100,Non Strata,2428,0.128,-0.0192,0.2,-0.1,2023,Q2
2300,Total,893,0.0259,-0.0192,0.08109999999999999,-0.1398,2023,Q3
2152,Strata,638,-0.0039000000000000003,-0.0192,1.0,0.1613,2022,Q2
2760,Strata,614,-0.0125,-0.0192,0.5556,-0.0667,2023,Q1
2282,Strata,638,-0.0414,-0.0192,0.16670000000000001,-0.5,2022,Q4
2548,Strata,508,0.015,-0.019299999999999998,-0.1364,-0.5870000000000001,2023,Q2
2232,Strata,760,0.027000000000000003,-0.0194,-0.0762,0.3472,2024,Q1
2428,Total,695,0.0072,-0.0194,0.031,-0.40619999999999995,2022,Q4
2508,Total,1265,-0.0194,-0.0194,0.1875,0.1515,2022,Q3
2307,Non Strata,640,-0.037599999999999995,-0.0195,0.07690000000000001,-0.5,2022,Q4
2464,Strata,825,-0.1912,-0.0195,1.6,-0.35,2022,Q4
2048,Non Strata,2130,0.1166,-0.0196,0.0833,-0.5357,2022,Q3
2484,Non Strata,878,-0.025,-0.0196,0.0588,-0.129,2023,Q1
2076,Strata,1120,0.2108,-0.0197,0.75,0.25,2022,Q2
2205,Total,740,-0.0007000000000000001,-0.0199,0.19699999999999998,0.46299999999999997,2023,Q1
2135,Strata,735,0.0809,-0.02,-0.35590000000000005,-0.377,2022,Q4
2176,Strata,735,0.0208,-0.02,1.4286,2.4,2023,Q3
2827,Total,245,-0.0278,-0.02,0.16670000000000001,0.07690000000000001,2023,Q1
2827,Non Strata,245,-0.0278,-0.02,0.16670000000000001,0.07690000000000001,2023,Q1
2773,Total,1225,-0.1779,-0.02,0.0667,-0.0588,2024,Q1
2773,Non Strata,1225,-0.1779,-0.02,0.0667,-0.0588,2024,Q1
2113,Strata,949,0.08460000000000001,-0.020099999999999996,0.0,-0.5385,2022,Q2
2261,Total,850,-0.0535,-0.0202,0.2137,0.2189,2023,Q3
2226,Strata,850,-0.0885,-0.0202,0.1,0.8332999999999999,2023,Q3
2783,Total,843,0.17420000000000002,-0.0203,1.0,0.3333,2023,Q3
2783,Non Strata,843,0.17420000000000002,-0.0203,1.0,0.3333,2023,Q3
2731,Total,580,-0.2162,-0.0203,0.0968,-0.10529999999999999,2023,Q2
2620,Total,720,0.0762,-0.0204,0.0781,0.0197,2023,Q4
2117,Total,1408,0.06509999999999999,-0.020499999999999997,-0.0506,-0.2347,2022,Q2
2121,Strata,765,0.0296,-0.020499999999999997,0.2778,0.1979,2023,Q2
2203,Strata,812,0.0253,-0.020499999999999997,-0.2245,-0.3091,2022,Q4
2134,Strata,908,0.013999999999999999,-0.020499999999999997,-0.0159,-0.2619,2022,Q4
2259,Strata,573,-0.0034999999999999996,-0.020499999999999997,1.0,-0.0526,2023,Q1
2765,Non Strata,1146,-0.045,-0.020499999999999997,0.051100000000000007,-0.4263,2022,Q4
2137,Non Strata,2855,0.1559,-0.0206,-0.44439999999999996,-0.48719999999999997,2023,Q1
2077,Non Strata,1665,0.09179999999999999,-0.0206,0.45,0.0,2023,Q2
2144,Non Strata,1070,-0.0696,-0.0206,-0.11109999999999999,0.0667,2023,Q1
2134,Strata,903,-0.1152,-0.0206,-0.0909,0.08109999999999999,2023,Q3
2195,Non Strata,1065,0.1094,-0.0207,-0.3333,-0.3333,2023,Q1
2782,Non Strata,886,0.0305,-0.0207,-0.1429,-0.1818,2024,Q1
2325,Total,588,-0.0084,-0.0208,0.06570000000000001,0.0735,2023,Q3
2550,Total,705,-0.0932,-0.0208,0.36840000000000006,-0.2464,2023,Q2
2197,Total,1048,-0.0968,-0.0208,0.1818,1.1667,2023,Q3
2390,Non Strata,411,-0.1432,-0.0208,0.5,-0.0526,2023,Q4
2173,Non Strata,1033,0.0029,-0.0209,-0.4857,-0.21739999999999998,2023,Q1
2173,Non Strata,1030,-0.0029,-0.0209,0.5,-0.3077,2023,Q2
2485,Non Strata,1050,-0.2,-0.021,0.35,-0.035699999999999996,2023,Q2
2533,Strata,880,0.0353,-0.021099999999999997,-0.2963,0.2667,2023,Q4
2525,Total,930,-0.0971,-0.021099999999999997,0.3333,0.39130000000000004,2023,Q3
2065,Total,1380,0.0031,-0.0213,0.1739,-0.0046,2023,Q2
2010,Total,1150,-0.0108,-0.0213,-0.0199,0.5154,2024,Q1
2518,Total,871,-0.0709,-0.0213,-0.1,0.1613,2023,Q3
2015,Strata,805,-0.08,-0.0213,-0.1948,0.1481,2023,Q4
2226,Strata,805,-0.10060000000000001,-0.0213,0.1765,0.11109999999999999,2022,Q1
2160,Strata,582,0.0,-0.021400000000000002,0.3761,0.7128,2024,Q1
2529,Non Strata,1077,-0.0397,-0.021400000000000002,0.3281,0.0897,2023,Q3
2156,Total,3131,0.2159,-0.0216,-0.1,0.3846,2023,Q4
2156,Non Strata,3131,0.2159,-0.0216,-0.1,0.3846,2023,Q4
2135,Strata,680,0.030299999999999997,-0.0216,0.0727,0.2826,2022,Q3
2142,Strata,510,-0.1356,-0.0216,-0.34840000000000004,0.2625,2023,Q3
2152,Total,900,0.2414,-0.0217,-0.025,-0.2642,2023,Q3
2069,Non Strata,3500,0.0909,-0.0217,0.0417,-0.10710000000000001,2023,Q2
2148,Total,768,0.0092,-0.0217,-0.0703,-0.2722,2022,Q2
2265,Total,840,-0.0118,-0.0217,0.1905,-0.1379,2023,Q1
2265,Non Strata,840,-0.0118,-0.0217,0.1905,-0.1379,2023,Q1
2206,Strata,783,0.0097,-0.0219,0.5455,0.0,2022,Q4
2541,Total,670,-0.0074,-0.0219,0.23850000000000002,0.2857,2023,Q3
2099,Strata,895,-0.032400000000000005,-0.0219,-0.0315,0.1182,2023,Q4
2519,Strata,802,0.1794,-0.022000000000000002,-0.0455,-0.087,2023,Q2
2079,Non Strata,1550,0.0915,-0.022099999999999998,-0.1176,-0.21050000000000002,2023,Q2
2150,Total,597,-0.0479,-0.022099999999999998,-0.12240000000000001,0.0552,2022,Q3
2102,Non Strata,2200,0.0732,-0.0222,0.0,0.3077,2023,Q2
2621,Total,1100,-0.08900000000000001,-0.0222,0.0,0.39130000000000004,2023,Q1
2621,Non Strata,1100,-0.08900000000000001,-0.0222,0.0,0.39130000000000004,2023,Q1
2530,Non Strata,787,-0.0054,-0.022400000000000003,0.1489,-0.027000000000000003,2023,Q3
2143,Total,1028,-0.07429999999999999,-0.022400000000000003,0.2632,-0.04,2023,Q2
2011,Strata,978,0.0861,-0.0225,0.0796,-0.45289999999999997,2022,Q4
2527,Strata,675,0.0105,-0.0225,0.125,-0.37929999999999997,2023,Q1
2232,Strata,740,0.0040999999999999995,-0.0225,0.060599999999999994,0.3125,2023,Q4
2199,Total,995,0.0392,-0.0226,-0.175,-0.5875,2022,Q4
2113,Total,952,-0.0484,-0.0226,0.09789999999999999,-0.19899999999999998,2022,Q4
2852,Total,689,0.1024,-0.0227,0.0909,-0.3333,2023,Q3
2852,Non Strata,689,0.1024,-0.0227,0.0909,-0.3333,2023,Q3
2142,Strata,538,0.053899999999999997,-0.0227,0.10890000000000001,0.6232,2023,Q4
2044,Non Strata,1466,0.032400000000000005,-0.0227,0.125,0.4211,2023,Q2
2282,Non Strata,1075,-0.0092,-0.0227,0.1389,-0.22640000000000002,2022,Q3
2079,Total,1500,0.3043,-0.022799999999999997,-0.12,-0.4054,2022,Q4
2041,Non Strata,2450,0.0889,-0.0229,-0.0444,-0.0652,2023,Q4
2066,Strata,835,0.0096,-0.0229,0.3171,0.514,2023,Q4
2210,Strata,640,-0.1409,-0.0229,0.0541,-0.1522,2022,Q1
2042,Strata,765,0.125,-0.023,0.2069,0.5909,2023,Q3
2166,Strata,425,-0.023,-0.023,-0.1625,0.5581,2023,Q3
2227,Non Strata,1905,0.13390000000000002,-0.0231,0.8946999999999999,0.3333,2023,Q2
2296,Total,904,0.12240000000000001,-0.0232,2.0,0.0909,2023,Q2
2450,Total,733,-0.0034000000000000002,-0.0233,0.16670000000000001,0.2484,2023,Q3
2760,Non Strata,795,-0.0622,-0.0233,0.16899999999999998,-0.2589,2022,Q3
2017,Total,935,0.0027,-0.0235,-0.1065,-0.21350000000000002,2022,Q3
2486,Total,830,-0.0084,-0.0235,0.37,-0.068,2023,Q2
2445,Total,931,0.011399999999999999,-0.0236,-0.3714,0.1,2024,Q1
2092,Non Strata,3515,0.0060999999999999995,-0.0236,-0.15,-0.39289999999999997,2022,Q3
2445,Non Strata,931,-0.0048,-0.0236,-0.3333,0.1,2024,Q1
2195,Total,410,0.025,-0.023799999999999998,0.6667000000000001,0.1856,2023,Q2
2317,Total,875,0.12179999999999999,-0.024,-0.2286,-0.413,2022,Q4
2194,Strata,610,0.0016,-0.024,-0.11109999999999999,0.08470000000000001,2022,Q3
2192,Total,650,-0.1065,-0.024,0.2857,-0.1818,2023,Q1
2120,Non Strata,1723,-0.1005,-0.0241,0.0667,-0.3333,2022,Q2
2620,Non Strata,908,-0.008199999999999999,-0.0242,0.0275,-0.2956,2022,Q4
2076,Strata,1000,0.0363,-0.024399999999999998,0.10710000000000001,0.7222,2023,Q3
2220,Total,760,0.0,-0.024399999999999998,0.23850000000000002,0.125,2023,Q2
2763,Total,1000,-0.0909,-0.024399999999999998,0.0971,-0.0259,2024,Q1
2720,Non Strata,400,-0.1209,-0.024399999999999998,0.0333,-0.16219999999999998,2022,Q4
2794,Non Strata,400,-0.16670000000000001,-0.024399999999999998,0.0682,0.11900000000000001,2023,Q3
2326,Total,595,0.0625,-0.0246,-0.16670000000000001,-0.44439999999999996,2023,Q2
2326,Non Strata,595,0.0625,-0.0246,-0.16670000000000001,-0.44439999999999996,2023,Q2
2044,Total,1390,0.0165,-0.0246,0.39289999999999997,0.44439999999999996,2023,Q2
2135,Total,785,-0.1827,-0.0248,0.1528,-0.3897,2022,Q2
2776,Total,881,-0.0385,-0.024900000000000002,0.0667,-0.11109999999999999,2023,Q1
2776,Non Strata,881,-0.0385,-0.024900000000000002,0.0667,-0.11109999999999999,2023,Q1
2774,Non Strata,902,-0.098,-0.024900000000000002,0.44439999999999996,0.1818,2023,Q3
2460,Non Strata,488,0.0857,-0.025,0.0698,-0.2868,2023,Q2
2283,Non Strata,780,0.061200000000000004,-0.025,-0.2673,-0.4351,2022,Q4
